u_mean_exp,,u_mean_num,,uu_prime_exp,,uu_prime_num,,vv_prime_exp,,vv_prime_num,,uv_prime_exp,,uv_prime_num,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.6040899515089564,0.008838084790765421,0.8191508457885093,-0.00003739669163937975,0.08124289117325151,-0.0032593299997856207,0.07876097173637789,0.00012071592591755831,0.27453871806331664,0.0007404841179408095,0.334518989450746,0.01084280315552455,0.005493953329926762,0.003406574689151398,-0.005275932549821151,-0.004045307443362844
0.6420101968312536,0.2996846212338422,0.8192339495477077,0.0970277940522637,0.07123044402000128,0.2243840805202062,0.07712567332660902,0.08016878769019442,0.2615294699456008,0.25480587415472655,0.3334928900301747,0.10731730537829698,-0.002123573496848913,0.22903892011582627,-0.006371997956055184,0.028210696644528355
0.7024947748511403,0.5456717484615421,0.8200018282827024,0.1939101565259298,0.06825493057492973,0.46189937120415436,0.07575890078760433,0.13066828336588188,0.24301207782488074,0.5009771745770664,0.33080175917869725,0.18508136069245928,-0.009681911088400608,0.502948816215298,-0.007467211718616924,0.07015414750468807
0.7814516564656802,0.767309474244068,0.825571442224189,0.2992192401823299,0.06804434834860618,0.724832070734168,0.0737051205013198,0.191831019164324,0.21075024264077794,0.7610589980720981,0.32535285390512814,0.25409183589814255,-0.01680761369443025,0.6980816726281738,-0.008401039005280185,0.07286876171010448
0.8488006049953669,1.0308813569181803,0.8290784208623676,0.39537028957504905,0.06300539734317662,0.9846127433096559,0.07193193767839132,0.27206687125780604,0.1696798199565759,1.0142781205455265,0.32098928678156513,0.303532373701179,-0.01661897462101856,0.9688511326860869,-0.009279935275080902,0.07542369272696448
0.9010678833057013,1.279062423388722,0.8373954450829584,0.5096545792248914,0.060310481361461055,1.2412011502886449,0.07084817692126105,0.3513638217052595,0.14509680507548972,1.2431141588497123,0.31719060325654336,0.372027154610441,-0.018791517629024014,1.2561744166240842,-0.010156276613864756,0.10704096406064068
0.9451261722824031,1.5391439481764957,0.8436332132484012,0.5953677964622726,0.04934250059016676,1.5090563770199799,0.0720043672339421,0.5637970255595857,0.11284977957374559,1.5224221235497772,0.31062674046825045,0.42215528480870645,-0.01640989609947198,1.472119315278487,-0.010925310849940379,0.10927652870039495
0.9878066009315931,1.7898846104303523,0.8567021104199648,0.6598396928485055,0.03905428461059726,1.737075348198382,0.07477895572676352,0.6281117883125518,0.08058794438964273,1.782503947044809,0.3056982897461461,0.45254157950551743,-0.013416368591381362,1.7734947198092321,-0.011909810935104747,0.1605880599557139
1.001041705621554,2.048486888304393,0.8698291802229674,0.7922572227554721,0.03594330107088439,1.9845027576882623,0.07726811811919224,0.6539047578170267,0.06864922473957438,1.9977732584739183,0.3002345747902182,0.5023259135061693,-0.014826690512689485,1.9810828649293164,-0.012678845171180377,0.16282362459547173
,,0.8822548542983342,0.9054445427838926,,,0.08018300534369169,0.7277560787175146,,,0.2947560501519315,0.5328841063017844,,,-0.013392096746721167,0.1745869528189381
,,0.8912151016151215,0.9710134087915465,,,0.08490246153185826,0.8477879477219563,,,0.28708463469009415,0.5737429620951477,,,-0.01393970362800204,0.1955586782490215
,,0.9001753489319089,1.0365822747992013,,,0.08906796574886794,0.9588465995664954,,,0.2788705501532538,0.6243867865898363,,,-0.01476366888094021,0.1979539260773322
,,0.9118663857759606,1.0917133086515172,,,0.08951300512908558,1.0846996587763158,,,0.27175661344877833,0.6746868148869076,,,-0.015803099982967122,0.24942514052120401
,,0.9249768348271235,1.2047178004097017,,,0.08857437174067001,1.1929818443247413,,,0.25911972305893993,0.6978666123645016,,,-0.01690086867654573,0.2623062510645582
,,0.9339786340235101,1.318819261789307,,,0.08513450436723397,1.2268493679850634,,,0.250355564605917,0.7486823349579925,,,-0.01772227899846704,0.29376383920967797
,,0.9484503226503451,1.4217515779326284,,,0.08157365281026677,1.328975041311672,,,0.2371982196646136,0.810486312944457,,,-0.018929909725770733,0.3069643161301343
,,0.9594648948945206,1.4867719591295714,,,0.07855468163186471,1.391452239414555,,,0.221855388740939,0.8922040245311837,,,-0.020025123488332477,0.348907766990294
,,0.9774435621595343,1.685855324665611,,,0.07347468721162306,1.485919157885701,,,0.2092481177158181,0.9538361044188406,,,-0.021065406234031674,0.3906915346619009
,,1.000858877351317,1.8349434686678059,,,0.06976629396742279,1.5493352576346116,,,0.2004765544216158,0.9950387564098175,,,-0.022272185317663087,0.41357945835462573
,,1.011271778378895,1.997211868878888,,,0.0670303345708951,1.6406099105092595,,,0.1889694312288598,1.0563270400998626,,,-0.023425736671776526,0.41693280531425714
,,1.034728645450277,2.1948326082530345,,,0.06318164259501688,1.694489452110651,,,0.18074053700966064,1.0877447233895143,,,-0.024518395503321404,0.4879385964912295
,,1.0417342923507145,2.3774281879640817,,,0.06002237268493679,1.7474300920660122,,,0.16812586114336037,1.1397637326746572,,,-0.025940640436041558,0.5599024867995261
,,1.0535832263372433,2.6169830842298145,,,0.054260199154452016,1.8720089276133658,,,0.15719102639032506,1.2297193300734417,,,-0.02725557826605348,0.6024846704139009
,,1.055837000286708,2.849391057204472,,,0.05097270210528576,1.9640347018048363,,,0.14622657227257221,1.2812226450621615,,,-0.028619485607221936,0.7130386646227223
,,1.0547333823645513,3.1603653241254364,,,0.044789632379766936,2.0600038629096282,,,0.1363844805107225,1.3612213756608202,,,-0.02943834099812638,0.7735585930846547
,,1.0515172668835673,3.403942442336379,,,0.039985406785844585,2.154095220722364,,,0.12269187133559534,1.442423392951122,,,-0.02992079713847726,0.9106199965934252
,,1.0489693056265401,3.6279236941283037,,,0.03353863982659824,2.2990616348691963,,,0.11009940999283316,1.5232816140438121,,,-0.028813660364503488,1.004300800545053
,,1.0464712066250317,3.9101440603665703,,,0.025715443054273868,2.455630190784814,,,0.10247982841925152,1.631431964054789,,,-0.028147675012774653,1.0798841764605704
,,1.0412755595999386,4.241628335057736,,,0.018313142476983513,2.640808421142991,,,0.08880943376766254,1.7414731931526397,,,-0.027864503491739055,1.175960228240502
,,1.0374910144060365,4.62127954858038,,,0.012841223683928149,2.8233577268922887,,,0.0784542922955272,1.869709174862681,,,-0.027855987055016178,1.2728346959632084
,,1.0322455051254242,4.8945247088252035,,,0.008341738738545407,3.0337655857673234,,,0.06865662958075378,2.007386329076434,,,-0.027626894907170838,1.3787578777039684
,,,,,,0.005900862716483879,3.202459385797368,,,0.053358227704155436,2.146782464278253,,,-0.027011582353943107,1.5029381706693918
,,,,,,0.003348659784964708,3.4783086894006043,,,0.041910343240834536,2.2849753127884274,,,-0.026288111054334866,1.6074242037131654
,,,,,,0.0016599781101787892,3.8988963881794954,,,0.03213489504959921,2.4514916788097274,,,-0.02573369102367569,1.6639520524612514
,,,,,,0.0009075155052900574,4.201477562933235,,,0.026165535224565037,2.5591263345242794,,,-0.024631664111735646,1.699508175779254
,,,,,,0.0005759490954353186,4.532668412129535,,,0.02133334743779272,2.7144825470538,,,-0.023417220235053653,1.76380727303696
,,,,,,0.0006483786509861034,4.824398566431314,,,0.01593627605247916,2.850784516477095,,,-0.02258899676375404,1.8098492590700062
,,,,,,,,,,0.012174616733354321,2.967344650398937,,,-0.020991739056378807,1.8536556804632944
,,,,,,,,,,0.0057662556098283385,3.2193472632500395,,,-0.019665729858627145,1.9370103048884353
,,,,,,,,,,0.0031787925348622514,3.431694306999427,,,-0.017629024016351556,1.9795392607732936
,,,,,,,,,,0.000665377871689965,3.740172056773977,,,-0.015811190597853853,2.0323943961846354
,,,,,,,,,,-0.0002126247252936253,4.028907971047072,,,-0.013771078180889112,2.1136731391585784
,,,,,,,,,,0.0022468403807146264,4.3646778497399055,,,-0.012060551865099637,2.1959099812638385
,,,,,,,,,,-0.001196410767696901,4.894600019569939,,,-0.01023931187191279,2.287514903764265
,,,,,,,,,,,,,,-0.008640350877192976,2.350696218702094
,,,,,,,,,,,,,,-0.007314341679441314,2.4340508431272383
,,,,,,,,,,,,,,-0.005326605348322255,2.5445516096065397
,,,,,,,,,,,,,,-0.003109776869357858,2.7609755578266046
,,,,,,,,,,,,,,-0.0020034917390563747,2.844968915005964
,,,,,,,,,,,,,,-0.0012199795605518649,3.0074199454948065
,,,,,,,,,,,,,,-0.0008243910747743055,3.132238971214445
,,,,,,,,,,,,,,-0.00004087889626979563,3.2946900017032874
,,,,,,,,,,,,,,-0.000028104241185482326,3.4400017032873436
,,,,,,,,,,,,,,0.000043859649122818256,3.6335909555442036
,,,,,,,,,,,,,,-0.00004556293646736792,3.8664090444558035
,,,,,,,,,,,,,,0.000029807528530066685,4.098748083801738
,,,,,,,,,,,,,,-0.00011795264861181459,4.292976068812809
,,,,,,,,,,,,,,0.00006813149378300659,4.53468318855391
,,,,,,,,,,,,,,-0.00007451882132514936,4.787035854198605
,,,,,,,,,,,,,,-0.00005322772951796284,5.0292220235053655
